,Loss
0,38542.36328125
1,38541.546875
2,38540.72265625
3,38539.8984375
4,38539.0625
5,38538.22265625
6,38537.37890625
7,38536.53125
8,38535.68359375
9,38534.828125
10,38533.96875
11,38533.11328125
12,38532.2578125
13,38531.39453125
14,38530.53125
15,38529.671875
16,38528.80859375
17,38527.9453125
18,38527.08203125
19,38526.21875
20,38525.35546875
21,38524.4921875
22,38523.62890625
23,38522.765625
24,38521.90625
25,38521.046875
26,38520.1875
27,38519.328125
28,38518.46875
29,38517.61328125
30,38516.7578125
31,38515.8984375
32,38515.046875
33,38514.1875
34,38513.3359375
35,38512.484375
36,38511.63671875
37,38510.78125
38,38509.9375
39,38509.0859375
40,38508.23828125
41,38507.390625
42,38506.546875
43,38505.69921875
44,38504.85546875
45,38504.015625
46,38503.171875
47,38502.33203125
48,38501.4921875
49,38500.65625
50,38499.8203125
51,38498.984375
52,38498.1484375
53,38497.31640625
54,38496.484375
55,38495.65234375
56,38494.8203125
57,38493.9921875
58,38493.16796875
59,38492.3359375
60,38491.51171875
61,38490.6875
62,38489.86328125
63,38489.04296875
64,38488.21875
65,38487.3984375
66,38486.578125
67,38485.76171875
68,38484.94140625
69,38484.125
70,38483.3125
71,38482.49609375
72,38481.6796875
73,38480.8671875
74,38480.0546875
75,38479.2421875
76,38478.43359375
77,38477.625
78,38476.8125
79,38476.00390625
80,38475.19921875
81,38474.390625
82,38473.5859375
83,38472.78125
84,38471.9765625
85,38471.171875
86,38470.37109375
87,38469.56640625
88,38468.765625
89,38467.9609375
90,38467.1640625
91,38466.3671875
92,38465.5625
93,38464.765625
94,38463.96875
95,38463.171875
96,38462.375
97,38461.58203125
98,38460.7890625
99,38459.9921875
100,38459.203125
101,38458.40625
102,38457.6171875
103,38456.828125
104,38456.0390625
105,38455.25
106,38454.4609375
107,38453.67578125
108,38452.890625
109,38452.10546875
110,38451.3203125
111,38450.5390625
112,38449.7578125
113,38448.96875
114,38448.19140625
115,38447.41015625
116,38446.6328125
117,38445.8515625
118,38445.07421875
119,38444.296875
120,38443.515625
121,38442.7421875
122,38441.96875
123,38441.19140625
124,38440.4140625
125,38439.64453125
126,38438.87109375
127,38438.09375
128,38437.32421875
129,38436.5546875
130,38435.78515625
131,38435.01171875
132,38434.2421875
133,38433.4765625
134,38432.703125
135,38431.9375
136,38431.171875
137,38430.40625
138,38429.640625
139,38428.875
140,38428.11328125
141,38427.3515625
142,38426.5859375
143,38425.8203125
144,38425.0625
145,38424.3046875
146,38423.5390625
147,38422.78515625
148,38422.0234375
149,38421.265625
150,38420.5078125
151,38419.75
152,38418.9921875
153,38418.2421875
154,38417.484375
155,38416.7265625
156,38415.9765625
157,38415.21875
158,38414.46875
159,38413.71484375
160,38412.96484375
161,38412.2109375
162,38411.4609375
163,38410.7109375
164,38409.9609375
165,38409.2109375
166,38408.4609375
167,38407.71875
168,38406.96875
169,38406.21875
170,38405.4765625
171,38404.73046875
172,38403.984375
173,38403.2421875
174,38402.5
175,38401.75390625
176,38401.01171875
177,38400.2734375
178,38399.53125
179,38398.7890625
180,38398.0546875
181,38397.3125
182,38396.57421875
183,38395.8359375
184,38395.09765625
185,38394.359375
186,38393.625
187,38392.890625
188,38392.15234375
189,38391.4140625
190,38390.68359375
191,38389.94921875
192,38389.21875
193,38388.484375
194,38387.75
195,38387.01953125
196,38386.2890625
197,38385.55859375
198,38384.828125
199,38384.09375
