,Loss
0,905817997967360.0
1,218787848650752.0
2,3125.728515625
3,1198.430419921875
4,1184.337890625
5,1264.59375
6,1347.8050537109375
7,1422.29736328125
8,1486.9029541015625
9,1542.6968994140625
10,1590.9991455078125
11,1632.99560546875
12,1669.66796875
13,1701.83349609375
14,1730.1529541015625
15,1755.162353515625
16,1777.3096923828125
17,1796.951171875
18,1814.4117431640625
19,1829.952880859375
20,1843.79736328125
21,1856.140380859375
22,1867.144775390625
23,1876.9544677734375
24,1885.695068359375
25,1893.47607421875
26,1900.396728515625
27,1906.541748046875
28,1911.9874267578125
29,1916.799072265625
30,1921.040771484375
31,1924.7681884765625
32,1928.0233154296875
33,1930.848388671875
34,1933.28271484375
35,1935.3614501953125
36,1937.1160888671875
37,1938.57275390625
38,1939.7537841796875
39,1940.6817626953125
40,1941.378173828125
41,1941.861083984375
42,1942.14501953125
43,1942.24267578125
44,1942.1705322265625
45,1941.939453125
46,1941.5560302734375
47,1941.0322265625
48,1940.3743896484375
49,1939.594482421875
50,1938.694091796875
51,1937.673583984375
52,1936.5428466796875
53,1935.302490234375
54,1933.95849609375
55,1932.515625
56,1930.9736328125
57,1929.3326416015625
58,1927.59423828125
59,1925.7637939453125
60,1923.836181640625
61,1921.814208984375
62,1919.7015380859375
63,1917.498291015625
64,1915.181884765625
65,1912.7296142578125
66,1910.13916015625
67,1907.365478515625
68,1904.39013671875
69,1901.24560546875
70,1897.91943359375
71,1894.353759765625
72,1890.559326171875
73,1886.554931640625
74,1882.345703125
75,1877.90185546875
76,1873.2470703125
77,1868.3785400390625
78,1863.2802734375
79,1857.9560546875
80,1852.40087890625
81,1846.60546875
82,1840.5576171875
83,1834.24072265625
84,1827.642822265625
85,1820.7493896484375
86,1813.536865234375
87,1805.983154296875
88,1798.061767578125
89,1789.74072265625
90,1780.9822998046875
91,1771.73974609375
92,1761.9659423828125
93,1751.5960693359375
94,1740.55859375
95,1728.763671875
96,1716.104736328125
97,1702.454833984375
98,1687.68896484375
99,1671.7762451171875
100,1655.310546875
101,1646.35302734375
102,2230.36328125
103,1640.789306640625
104,1650.5721435546875
105,1661.9754638671875
106,1671.9990234375
107,1680.5762939453125
108,1687.895263671875
109,1694.1502685546875
110,1699.5125732421875
111,1704.1229248046875
112,1708.070556640625
113,1711.4642333984375
114,1714.38037109375
115,1716.87255859375
116,1719.0029296875
117,1720.8004150390625
118,1722.3125
119,1723.5765380859375
120,1724.618896484375
121,1725.46435546875
122,1726.084228515625
123,1726.499755859375
124,1726.739013671875
125,1726.78076171875
126,1726.666015625
127,1726.278076171875
128,1725.7120361328125
129,1724.9874267578125
130,1724.1431884765625
131,1723.09033203125
132,1721.883056640625
133,1720.4869384765625
134,1718.9697265625
135,1717.349365234375
136,1715.5821533203125
137,1713.6829833984375
138,1711.6812744140625
139,1709.57666015625
140,1707.365478515625
141,1705.067138671875
142,1702.677978515625
143,1700.1990966796875
144,1697.629638671875
145,1694.9658203125
146,1692.202392578125
147,1689.33349609375
148,1686.35400390625
149,1683.2568359375
150,1680.0321044921875
151,1676.6671142578125
152,1673.1500244140625
153,1669.46630859375
154,1665.595458984375
155,1661.516357421875
156,1657.203125
157,1652.62744140625
158,1647.778564453125
159,1642.756103515625
160,1638.4375
161,1654.517578125
162,1641.678955078125
163,1649.5723876953125
164,1656.07373046875
165,1661.22705078125
166,1665.190673828125
167,1668.1400146484375
168,1670.2392578125
169,1671.63671875
170,1672.462890625
171,1672.797607421875
172,1672.722412109375
173,1672.3056640625
174,1671.6058349609375
175,1670.6746826171875
176,1669.5546875
177,1668.2803955078125
178,1666.8846435546875
179,1665.3944091796875
180,1663.8358154296875
181,1662.2301025390625
182,1660.5946044921875
183,1658.94677734375
184,1657.298828125
185,1655.6624755859375
186,1654.04736328125
187,1652.4619140625
188,1650.913818359375
189,1649.4083251953125
190,1647.950439453125
191,1646.54296875
192,1645.1885986328125
193,1643.887451171875
194,1642.6395263671875
195,1641.443115234375
196,1640.296630859375
197,1639.1964111328125
198,1638.139404296875
199,1637.120849609375
